Date,Open,High,Low,Close,Volume
2016-03-01,366,369,363,365,34092000
2016-03-02,365,383,360,381,269451600
2016-03-03,382,392,376,387,201450900
2016-03-04,389,406,389,403,240070400
2016-03-07,406,422,406,422,262811800
2016-03-08,424,433,422,424,213480900
2016-03-10,425,428,417,424,105128700
2016-03-15,459,460,448,453,105398200
2016-03-16,453,467,450,459,128412100
2016-03-17,464,466,459,461,87605400
2016-03-18,465,480,463,474,218746000
2016-03-21,474,481,470,470,142980500
2016-03-22,471,476,470,471,54751400
2016-03-23,471,474,465,468,41565800
2016-03-24,465,471,458,458,103271100
2016-03-28,458,462,441,459,131272400
2016-03-29,460,468,456,456,80692300
2016-03-30,459,466,458,465,74741300
2016-03-31,465,470,463,464,55089500
2016-04-01,463,464,458,461,95510800
2016-04-04,466,505,463,500,323920800
2016-04-05,500,510,499,500,127634300
2016-04-06,505,525,505,520,102176800
2016-04-07,525,625,525,625,474393800
2016-04-08,625,710,615,645,638944600
2016-04-12,670,695,665,670,143049200
2016-04-20,725,740,710,720,115000000
2016-04-21,720,735,715,720,92965600
2016-04-22,720,725,710,715,51002700
2016-04-25,720,725,710,715,54684400
2016-04-26,715,720,690,705,93651300
2016-04-27,705,720,700,700,46142800
2016-04-28,710,745,700,740,242736600
2016-04-29,750,775,735,760,206397900
2016-05-02,770,780,740,755,115450800
2016-05-03,765,765,740,745,46002800
2016-05-04,740,780,730,770,137767700
2016-05-09,775,780,730,740,182614100
2016-05-10,735,750,700,710,266911700
2016-05-11,710,730,710,710,75196900
2016-05-12,715,730,705,715,45063400
2016-05-13,715,720,705,705,37171900
2016-05-16,705,710,675,680,105406500
2016-05-17,690,700,685,695,59276500
2016-05-18,700,710,690,695,26878200
2016-05-19,700,700,665,665,68592400
2016-05-20,660,680,650,660,56372700
2016-05-23,660,675,650,650,30408600
2016-05-24,650,655,625,645,80636700
2016-05-25,655,665,650,655,43434800
2016-05-26,660,700,650,680,137663900
2016-05-27,685,690,665,670,41435200
2016-05-30,670,685,660,670,64263000
2016-05-31,670,675,650,650,81217000
2016-06-01,650,670,640,645,49958500
2016-06-02,640,665,640,650,96986700
2016-06-03,650,660,650,650,19928400
2016-06-06,660,685,660,675,124156100
2016-06-07,685,695,665,675,108677500
2016-06-08,680,685,665,670,75294200
2016-06-09,680,730,670,730,325910000
2016-06-10,730,740,715,720,145568300
2016-06-13,705,725,705,705,47598400
2016-06-14,700,720,685,685,63735900
2016-06-15,680,705,680,695,68210800
2016-06-16,695,780,695,755,372193000
2016-06-17,755,765,725,735,213331800
2016-06-20,740,760,735,750,96659700
2016-06-21,750,760,735,735,62111200
2016-06-22,730,755,730,740,108101800
2016-06-23,730,745,730,730,39292500
2016-06-24,730,750,705,730,190710000
2016-06-27,730,745,730,735,70339400
2016-06-28,740,745,720,720,58690300
2016-06-29,720,740,720,720,105793700
2016-06-30,725,735,720,725,77622700
2016-07-01,725,730,710,715,52925500
2016-07-11,730,750,725,740,97283800
2016-07-12,740,770,740,760,167191500
2016-07-13,795,805,765,795,317276500
2016-07-14,800,810,775,780,128161700
2016-07-15,775,805,775,780,106108800
2016-07-18,775,840,765,840,246508200
2016-07-19,850,860,820,820,205125400
2016-07-20,820,840,810,815,86845500
2016-07-21,820,830,795,800,116455000
2016-07-22,800,825,800,810,84733600
2016-07-25,810,820,805,810,47500000
2016-07-26,810,815,795,805,86706500
2016-07-27,810,830,805,805,167766300
2016-07-28,815,820,800,805,83661400
2016-07-29,810,815,795,795,67612200
2016-08-01,805,815,800,805,59986500
2016-08-02,810,840,810,820,174220800
2016-08-03,830,840,815,820,93098700
2016-08-04,815,830,815,815,67770300
2016-08-05,820,825,810,815,47327400
2016-08-08,815,825,805,810,55656500
2016-08-09,815,820,800,800,61905100
2016-08-10,805,810,795,795,48499400
2016-08-11,800,800,775,775,94911000
2016-08-12,780,790,775,780,35244700
2016-08-15,780,790,735,750,91354200
2016-08-16,755,765,750,755,36866600
2016-08-18,755,790,755,785,86405800
2016-08-19,795,815,775,790,165363700
2016-08-22,795,800,775,775,44983000
2016-08-23,780,785,760,765,50774000
2016-08-24,770,790,760,775,46795700
2016-08-25,775,785,765,770,23403100
2016-08-26,775,775,745,750,71501200
2016-08-29,750,750,710,715,84492400
2016-08-30,720,730,695,715,90657700
2016-08-31,715,735,715,720,43714700
2016-09-01,720,725,695,700,47292300
2016-09-02,700,715,685,700,40827700
2016-09-05,715,720,705,705,42367500
2016-09-06,710,715,700,705,27145500
2016-09-07,715,715,700,705,14784800
2016-09-08,710,710,695,700,34908400
2016-09-09,700,705,690,690,23436500
2016-09-13,690,690,645,645,74147700
2016-09-14,645,645,615,620,55683200
2016-09-15,620,640,620,640,47804500
2016-09-16,640,655,625,625,51163300
2016-09-19,630,635,615,625,18301900
2016-09-20,630,635,620,625,20196900
2016-09-21,625,670,620,665,103373200
2016-09-22,675,705,670,675,127206700
2016-09-23,665,690,665,665,45387900
2016-09-26,660,680,640,645,40092100
2016-09-27,645,780,630,770,504324900
2016-09-28,785,810,760,795,351019700
2016-09-29,810,850,810,830,441474400
2016-09-30,825,850,805,820,279351200
2016-10-03,830,835,805,805,126934100
2016-10-04,810,860,800,830,397881200
2016-10-05,825,845,790,795,220020500
2016-10-06,800,810,770,790,102494300
2016-10-07,795,820,785,800,87401100
2016-10-10,805,810,785,790,40937600
2016-10-11,800,835,790,830,378940600
2016-10-12,825,865,810,840,411468100
2016-10-13,845,850,825,830,116043400
2016-10-14,830,840,820,825,96521300
2016-10-17,830,850,825,835,233367300
2016-10-18,840,845,820,830,101209600
2016-10-19,830,835,820,825,47547700
2016-10-20,830,830,800,810,58552300
2016-10-21,810,835,805,820,67782000
2016-10-24,820,840,820,840,95607700
2016-10-25,840,845,830,835,72098900
2016-10-26,835,845,825,840,104685700
2016-10-27,840,900,840,875,427882900
2016-10-28,880,890,860,865,74901000
2016-10-31,870,895,860,895,182704100
2016-11-01,895,930,885,900,182576500
2016-11-02,900,915,890,900,124615400
2016-11-03,895,925,875,890,221275500
2016-11-04,890,915,875,910,113935700
2016-11-07,915,920,890,910,142260400
2016-11-08,915,925,905,910,144103500
2016-11-09,915,915,865,890,168970200
2016-11-10,900,905,880,895,130109100
2016-11-11,885,910,865,900,133914300
2016-11-14,900,910,880,885,83387400
2016-11-15,885,910,880,885,130221700
2016-11-16,890,900,870,880,68695000
2016-11-17,880,925,880,900,127935600
2016-11-18,905,910,890,900,34541100
2016-11-21,900,910,890,890,30702600
2016-11-22,905,915,895,910,76454500
2016-11-23,915,990,910,975,540027600
2016-11-24,980,990,950,970,235396300
2016-11-25,970,980,960,965,52239300
2016-11-28,970,1005,960,985,184406700
2016-11-29,990,995,975,975,46960100
2016-11-30,975,980,965,970,77320900
2016-12-01,965,975,950,955,58240900
2016-12-02,940,965,940,965,58494500
2016-12-05,965,975,955,965,47397300
2016-12-06,970,970,960,960,20850600
2016-12-07,965,980,955,960,47380800
2016-12-08,965,975,945,950,52673800
2016-12-09,945,965,940,945,46448400
2016-12-13,940,945,895,900,146916800
2016-12-14,900,905,875,880,67959800
2016-12-15,875,905,860,895,68821900
2016-12-16,905,905,880,885,91495400
2016-12-19,885,905,870,870,41865600
2016-12-20,870,890,860,865,33456000
2016-12-21,860,890,850,885,52606200
2016-12-22,885,890,850,860,38139400
2016-12-23,860,880,855,855,28303600
2016-12-27,855,865,850,850,18819500
2016-12-28,860,895,855,890,43766900
2016-12-29,890,905,885,895,54890000
2016-12-30,905,905,890,895,56281600
2017-01-03,895,895,875,885,3577900
2017-01-04,885,905,865,865,34615900
2017-01-05,875,885,865,870,22442900
2017-01-06,880,885,865,865,31596400
2017-01-09,870,875,850,855,28355600
2017-01-10,855,875,855,865,25951400
2017-01-11,875,880,865,875,54071100
2017-01-12,870,880,865,865,26714800
2017-01-13,885,920,885,920,249158500
2017-01-16,920,930,900,905,94797700
2017-01-17,910,915,895,895,48280000
2017-01-18,895,905,890,895,31798300
2017-01-19,895,915,890,900,163836300
2017-01-20,905,910,885,885,65489900
2017-01-23,885,890,865,865,87451000
2017-01-24,865,870,800,805,274193800
2017-01-25,820,820,800,805,99975500
2017-01-26,810,815,795,810,74909100
2017-01-27,800,810,795,805,57687700
2017-01-30,805,810,795,800,68393700
2017-01-31,800,820,795,800,101645300
2017-02-01,810,815,800,810,69998700
2017-02-02,815,845,810,840,162025700
2017-02-03,850,860,830,830,73688300
2017-02-06,830,835,810,815,36778500
2017-02-07,815,820,805,805,28704900
2017-02-08,810,815,795,805,31882400
2017-02-09,805,815,800,800,36337000
2017-02-10,805,815,800,810,28055200
2017-02-13,820,820,810,810,28476300
2017-02-14,815,815,800,800,36332700
2017-02-16,805,810,800,800,26544400
2017-02-17,805,805,795,795,17888100
2017-02-20,795,800,780,785,45617300
2017-02-21,785,810,780,790,63762800
2017-02-22,790,800,785,785,23326100
2017-02-23,790,790,780,785,19677800
2017-02-24,785,790,765,765,25128900
2017-02-27,770,775,740,740,58062400
2017-02-28,740,770,740,745,59062300
2017-03-01,760,765,745,750,47113700
2017-03-02,760,785,750,770,65126800
2017-03-03,770,770,755,755,27159000
2017-03-06,755,770,750,760,31431800
2017-03-07,760,760,745,750,13194100
2017-03-08,745,750,725,730,29069300
2017-03-09,735,745,715,735,70456200
2017-03-10,740,740,725,730,12387900
2017-03-13,730,740,725,725,17603800
2017-03-14,730,735,705,705,53558600
2017-03-15,705,710,690,695,35648700
2017-03-16,700,725,700,715,54707700
2017-03-17,720,780,720,760,141376300
2017-03-20,770,780,750,760,46958900
2017-03-21,765,765,740,750,22188200
2017-03-22,745,745,735,740,15535300
2017-03-23,740,755,740,745,15433100
2017-03-24,750,750,730,730,16775200
2017-03-27,720,735,710,720,13391800
2017-03-29,730,745,720,745,21848400
2017-03-30,725,750,725,725,16325800
2017-03-31,725,740,725,730,12350500
2017-04-03,735,740,715,715,22045400
2017-04-04,720,730,715,720,24341900
2017-04-06,720,720,710,715,11373700
2017-04-07,710,730,710,715,21113000
2017-04-10,715,725,705,705,14646900
2017-04-11,710,715,700,700,11258400
2017-04-12,705,730,700,725,40154800
2017-04-13,730,745,725,735,32527700
2017-04-17,735,745,715,720,16084400
2017-04-18,720,725,705,710,17214600
2017-04-20,710,715,695,700,29325100
2017-04-21,700,705,695,700,23755000
2017-04-25,700,705,695,700,18629700
2017-04-26,700,705,695,700,17763500
2017-04-27,700,700,690,695,16444000
2017-04-28,695,715,695,695,44285700
2017-05-02,705,705,685,685,26785400
2017-05-03,685,700,660,665,39252200
2017-05-04,670,670,645,645,33320500
2017-05-05,640,640,625,630,32981900
2017-05-08,630,660,630,640,35290200
2017-05-09,645,655,630,630,17059800
2017-05-10,630,645,625,625,27182000
2017-05-12,625,630,610,620,16641100
2017-05-15,620,625,595,610,32166200
2017-05-16,615,705,605,700,133675800
2017-05-17,705,730,685,705,108904600
2017-05-18,690,715,690,695,30963400
2017-05-19,695,715,685,700,24996400
2017-05-22,710,725,690,695,61079400
2017-05-23,700,715,695,705,32925900
2017-05-24,705,715,700,705,14749300
2017-05-26,700,710,690,700,29798500
2017-05-29,700,750,700,750,141141200
2017-05-30,755,760,730,735,64525500
2017-05-31,740,790,735,775,183754000
2017-06-02,780,780,755,760,36832000
2017-06-05,770,780,725,725,115261500
2017-06-06,725,740,720,720,35456100
2017-06-07,725,730,720,720,25556500
2017-06-08,720,725,705,715,57808300
2017-06-09,720,720,710,715,15215200
2017-06-12,715,725,705,705,19076100
2017-06-13,705,735,705,725,36398000
2017-06-14,730,755,725,740,43368600
2017-06-15,740,750,725,725,14858200
2017-06-16,725,735,705,720,21389700
2017-06-19,720,725,705,705,17487600
2017-06-20,715,715,705,710,9263500
2017-06-21,715,715,690,695,20616500
2017-06-22,705,705,695,695,6431000
2017-07-03,705,715,695,700,15816300
2017-07-04,700,710,685,705,25412300
2017-07-05,705,710,695,700,25318300
2017-07-06,700,705,695,695,6155100
2017-07-07,695,720,695,710,22957900
2017-07-11,710,710,695,695,11048100
2017-07-12,700,705,695,700,6873200
2017-07-13,705,705,695,700,4404900
2017-07-14,705,705,695,695,6158400
2017-07-17,705,735,700,720,72311400
2017-07-18,720,740,715,715,37100300
2017-07-19,725,730,715,725,21032700
2017-07-20,725,725,715,715,8878600
2017-07-21,720,720,705,705,10171800
2017-07-24,715,715,695,700,13504500
2017-07-25,700,710,695,700,14167700
2017-07-26,710,730,705,720,59653900
2017-07-27,725,730,710,715,26317600
2017-07-28,715,720,685,690,109987400
2017-07-31,695,700,685,690,19661600
2017-08-01,700,700,685,690,29985500
2017-08-02,685,690,680,685,32474400
2017-08-03,690,700,680,680,25897800
2017-08-04,680,685,650,660,61558600
2017-08-07,660,660,645,650,33692700
2017-08-08,650,675,650,670,27776800
2017-08-09,680,700,680,695,50302900
2017-08-10,700,710,685,700,50850900
2017-08-11,700,705,685,690,12102600
2017-08-14,695,695,685,685,7751500
2017-08-15,690,690,675,680,12460000
2017-08-16,680,685,670,680,10240400
2017-08-18,680,695,670,685,18410200
2017-08-21,690,720,690,715,102629300
2017-08-22,720,735,715,725,182949100
2017-08-23,730,730,705,720,42780700
2017-08-24,725,755,725,740,177441400
2017-08-25,740,740,720,720,34707600
2017-08-28,715,725,710,715,36112300
2017-08-29,725,745,715,730,122694300
2017-08-30,735,765,735,755,224928900
2017-08-31,760,760,735,740,81253900
2017-09-04,740,755,705,710,107837600
2017-09-05,710,720,690,710,69302100
2017-09-06,710,720,700,705,23984600
2017-09-07,715,715,695,695,30548300
2017-09-08,700,715,695,700,31039600
2017-09-11,695,700,685,690,30436400
2017-09-12,695,695,675,680,25738800
2017-09-13,680,685,660,670,37638600
2017-09-14,670,685,665,680,36698200
2017-09-15,690,695,680,680,22670800
2017-09-18,685,690,670,680,13545400
2017-09-19,680,685,670,675,19730200
2017-09-20,675,700,675,680,41602000
2017-09-22,675,680,670,675,12778300
2017-09-25,680,680,645,650,78522200
2017-09-26,655,665,640,645,29735000
2017-09-27,645,650,625,625,18345200
2017-09-28,625,640,620,630,14424300
2017-09-29,635,660,625,640,24072600
2017-10-02,640,650,635,640,16530400
2017-10-03,650,655,635,645,17013200
2017-10-04,655,665,650,650,24907700
2017-10-05,650,660,645,645,8762500
2017-10-06,645,655,645,650,5793900
2017-10-09,650,660,645,650,12896700
2017-10-10,655,665,655,660,18229500
2017-10-11,660,665,640,640,10587800
2017-10-12,645,655,640,650,12507300
2017-10-13,650,660,645,645,11977700
2017-10-16,655,675,650,655,35225800
2017-10-17,660,660,650,650,6222200
2017-10-18,650,665,645,655,25437000
2017-10-19,660,665,650,660,14121600
2017-10-20,660,670,650,660,13645500
2017-10-23,660,665,645,645,12261700
2017-10-24,645,655,645,645,7100400
2017-10-25,650,655,640,645,26980900
2017-10-26,650,660,645,655,24938000
2017-10-27,655,660,645,645,23814100
2017-10-30,650,655,645,645,21423800
2017-10-31,650,655,640,645,20497400
2017-11-01,655,720,655,710,187604600
2017-11-02,720,720,665,670,256093000
2017-11-03,670,675,660,670,22853300
2017-11-06,670,675,660,670,28975500
2017-11-07,675,705,665,695,103506100
2017-11-08,700,710,685,705,63204500
2017-11-09,715,725,695,710,103690000
2017-11-10,705,715,700,705,38442300
2017-11-13,705,705,680,685,83549000
2017-11-14,695,700,675,680,42247300
2017-11-15,675,680,655,660,45943200
2017-11-16,660,670,655,660,25308500
2017-11-17,660,680,660,660,34187200
2017-11-20,665,670,660,665,14196200
2017-11-21,665,670,660,665,10088000
2017-11-22,665,670,655,660,20933300
2017-11-23,665,670,660,660,6915400
2017-11-24,660,665,650,660,14418800
2017-11-27,660,665,655,655,12238700
2017-11-28,655,660,645,650,23712100
2017-11-29,650,685,650,665,28563000
2017-11-30,665,675,655,665,12440800
2017-12-04,655,665,650,650,12930500
2017-12-05,655,655,625,630,23577400
2017-12-06,630,640,610,610,26738900
2017-12-07,610,625,600,605,23986400
2017-12-08,605,635,605,625,45310200
2017-12-11,625,630,600,605,16493100
2017-12-12,605,615,600,605,11540300
2017-12-13,605,625,605,620,9749200
2017-12-14,620,640,620,635,16982600
2017-12-15,635,640,625,630,10841200
2017-12-18,640,645,630,635,9895500
2017-12-19,640,650,635,645,16647700
2017-12-20,645,650,625,630,9719700
2017-12-21,630,640,625,625,9024500
2017-12-22,630,640,625,630,7568100
2017-12-27,635,640,630,635,11145100
2017-12-28,635,640,620,620,30355400
2017-12-29,625,630,625,625,23985600
2018-01-02,635,645,625,635,36621000
2018-01-03,635,655,630,630,43607600
2018-01-04,635,645,635,640,15064900
2018-01-05,645,660,645,655,49323700
2018-01-08,660,660,640,650,31920500
2018-01-09,655,680,650,655,51688900
2018-01-10,655,665,645,650,20774300
2018-01-11,655,660,645,650,14235700
2018-01-12,650,670,645,665,66859000
2018-01-15,670,680,660,660,52828200
2018-01-16,665,720,665,705,236009800
2018-01-17,705,740,690,730,242283100
2018-01-18,750,775,730,740,276688800
2018-01-19,745,765,735,760,91891800
2018-01-22,765,790,765,775,142992100
2018-01-23,780,810,775,800,153083300
2018-01-24,805,815,780,780,93794700
2018-01-25,810,870,810,845,352356500
2018-01-26,860,875,855,855,136492700
2018-01-29,875,915,865,905,289138600
2018-01-30,920,940,885,910,315950100
2018-01-31,900,925,890,915,144940600
2018-02-01,920,920,900,910,89292800
2018-02-02,920,930,905,905,99715700
2018-02-05,880,890,860,870,81427400
2018-02-06,845,855,790,850,226942600
2018-02-07,865,880,845,870,135418800
2018-02-08,870,875,850,855,33518900
2018-02-09,835,840,825,830,56923900
2018-02-12,840,860,835,855,44170700
2018-02-13,870,880,860,875,58777900
2018-02-14,885,910,880,885,73143000
2018-02-15,910,920,900,910,122690300
2018-02-19,910,925,900,920,70904500
2018-02-20,910,920,900,900,39191400
2018-02-21,895,915,890,910,53100700
2018-02-22,905,910,895,900,25720600
2018-02-23,910,915,880,895,45745800
2018-02-26,895,905,885,900,24513000
2018-02-27,905,955,900,945,291118200
2018-02-28,945,960,940,955,90085600
2018-03-01,955,955,925,940,69385900
2018-03-02,925,930,910,920,40085400
2018-03-05,920,940,905,910,36938600
2018-03-06,920,925,890,905,35601300
2018-03-07,905,910,850,885,102570500
2018-03-08,885,895,860,875,33177200
2018-03-09,870,880,845,850,39720000
2018-03-12,880,900,880,900,57585600
2018-03-13,900,900,870,880,29402200
2018-03-14,880,885,865,880,27065400
2018-03-15,865,880,855,860,28052000
2018-03-16,860,860,840,845,24534400
2018-03-19,845,860,820,820,24939800
2018-03-20,810,820,795,805,34026000
2018-03-21,805,850,805,835,37710400
2018-03-22,835,850,820,820,26026400
2018-03-23,795,800,780,790,45850200
2018-03-26,800,820,785,785,54393300
2018-03-27,800,805,765,775,61345200
2018-03-28,765,785,765,770,32011800
2018-03-29,770,790,770,775,204176400
2018-04-02,785,805,785,795,45249700
2018-04-03,790,815,790,805,55993500
2018-04-04,810,815,775,775,71182400
2018-04-05,800,810,790,800,51596500
2018-04-06,795,810,795,805,66940200
2018-04-09,805,850,800,850,89643600
2018-04-10,855,865,845,850,58705500
2018-04-11,850,870,835,865,170456400
2018-04-12,880,890,855,865,137906400
2018-04-13,875,880,860,880,54329700
2018-04-18,870,890,860,885,65244700
2018-04-23,900,910,885,895,57180100
2018-04-24,885,885,850,860,124908400
2018-04-30,825,845,815,845,40924600
2018-05-02,845,865,830,865,44583500
2018-05-03,860,860,825,840,41029900
2018-05-04,840,840,820,830,27663100
2018-05-07,830,845,810,810,34347200
2018-05-08,815,815,785,790,38955100
2018-05-09,800,810,775,805,31952100
2018-05-11,815,820,800,810,21166000
2018-05-14,805,825,785,815,52437900
2018-05-15,825,830,805,820,35206800
2018-05-16,815,825,805,810,43438700
2018-05-17,815,830,810,825,30909700
2018-05-18,835,865,825,850,68215100
2018-05-21,860,890,845,880,90967600
2018-05-22,880,885,845,845,62235400
2018-05-23,840,860,835,845,28834200
2018-05-24,845,885,840,885,63594700
2018-05-25,890,900,865,870,50343600
2018-05-28,870,870,850,855,28157100
2018-05-30,850,865,840,850,33098900
2018-05-31,860,870,850,865,43953700
2018-06-04,895,895,870,880,62291200
2018-06-05,880,895,870,885,60110800
2018-06-06,895,1015,895,995,508895400
2018-06-07,1005,1005,935,945,275452400
2018-06-08,945,955,905,905,200362500
2018-06-20,890,895,855,880,64935900
2018-06-21,880,905,875,890,52368400
2018-06-22,900,910,880,910,42965100
2018-06-25,925,925,880,890,91154400
2018-06-26,880,895,865,870,54919100
2018-06-27,875,880,825,840,66853300
2018-06-28,840,850,805,835,50855300
2018-06-29,850,890,825,890,46732000
2018-07-02,880,880,810,820,55488600
2018-07-03,830,835,795,800,56216500
2018-07-04,795,815,765,805,43947900
2018-07-05,805,805,775,800,47671200
2018-07-06,800,810,780,780,34218400
2018-07-09,790,810,790,800,39966000
2018-07-10,810,825,805,810,38359900
2018-07-11,800,865,795,845,123699500
2018-07-12,850,865,840,860,72284300
2018-07-13,880,945,875,910,172649900
2018-07-16,915,935,895,900,119203500
2018-07-17,905,905,875,880,73995300
2018-07-18,885,910,875,885,74310200
2018-07-19,895,900,870,875,62368900
2018-07-20,870,880,865,870,48279400
2018-07-23,875,895,870,885,62488300
2018-07-24,885,905,880,885,65016400
2018-07-25,895,900,880,880,44411000
2018-07-26,890,925,890,890,127167800
2018-07-27,895,905,885,900,47461800
2018-07-30,895,960,890,955,218292600
2018-07-31,955,960,910,915,118883000
2018-08-01,925,945,920,940,84475200
2018-08-02,925,940,910,915,58688100
2018-08-03,920,925,890,900,50570900
2018-08-06,905,940,905,935,69575600
2018-08-07,945,955,920,925,123380900
2018-08-08,935,940,915,920,48764400
2018-08-09,925,930,905,910,31836400
2018-08-10,915,915,895,895,45945400
2018-08-13,890,890,850,855,64752100
2018-08-14,850,865,825,845,64021600
2018-08-15,835,865,830,865,47421900
